"No.","Time","Source","Destination","Protocol","Length","Info"
"6848","17.090582000","140.138.149.76","224.0.0.252","LLMNR","69","Standard query 0x262a  A NPIC93AE3"
"6850","17.091315000","fe80::b5e6:ab10:6bd3:492","ff02::1:3","LLMNR","89","Standard query 0xe903  AAAA NPIC93AE3"
"6906","17.180394000","140.138.148.138","140.138.2.109","DNS","106","Standard query 0x81af  A n50hwn50csc59h64j56b38j26n20jxcyo31j46otfz.net"
"7013","17.263991000","140.138.148.134","224.0.0.251","MDNS","470","Standard query 0x0000  ANY dsslab's remote desktop on hadoop01._rfb._tcp.local, ""QM"" question ANY hadoop01.local, ""QM"" question ANY 134.148.138.140.in-addr.arpa, ""QM"" question ANY hadoop01 [00:25:90:dd:e6:d4]._workstation._tcp.local, ""QM"" question ANY hadoop01._udisks-ssh._tcp.local, ""QM"" question ANY dsslab's remote desktop on hadoop01._http._tcp.local, ""QM"" question"
"7181","17.347534000","140.138.2.109","140.138.148.138","DNS","179","Standard query response 0x81af No such name"
"7364","17.465070000","140.138.148.134","224.0.0.251","MDNS","434","Standard query response 0x0000  TXT, cache flush A, cache flush 140.138.148.134 PTR, cache flush hadoop01.local HINFO, cache flush X86_64 LINUX SRV, cache flush 0 0 9 hadoop01.local TXT, cache flush SRV, cache flush 0 0 22 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5800 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5900 hadoop01.local"
"7496","17.775933000","140.138.148.134","224.0.0.251","MDNS","81","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"7507","17.784212000","140.138.148.134","224.0.0.251","MDNS","345","Standard query response 0x0000  PTR _rfb._tcp.local PTR hadoop01 [00:25:90:dd:e6:d4]._workstation._tcp.local PTR _workstation._tcp.local PTR hadoop01._udisks-ssh._tcp.local PTR _udisks-ssh._tcp.local PTR dsslab's remote desktop on hadoop01._http._tcp.local PTR _http._tcp.local PTR dsslab's remote desktop on hadoop01._rfb._tcp.local"
"7821","18.033577000","140.138.148.97","224.0.0.252","LLMNR","74","Standard query 0x3484  A IM1003-ADMIN02"
"7822","18.033578000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","94","Standard query 0x3484  A IM1003-ADMIN02"
"7909","18.133205000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","94","Standard query 0x3484  A IM1003-ADMIN02"
"7910","18.133206000","140.138.148.97","224.0.0.252","LLMNR","74","Standard query 0x3484  A IM1003-ADMIN02"
"8000","18.270573000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","365","Standard query response 0x0000  PTR _rfb._tcp.local PTR hadoop01 [00:25:90:dd:e6:d4]._workstation._tcp.local PTR _workstation._tcp.local PTR hadoop01._udisks-ssh._tcp.local PTR _udisks-ssh._tcp.local PTR dsslab's remote desktop on hadoop01._http._tcp.local PTR _http._tcp.local PTR dsslab's remote desktop on hadoop01._rfb._tcp.local"
"8008","18.284998000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","546","Standard query 0x0000  ANY dsslab's remote desktop on hadoop01._rfb._tcp.local, ""QM"" question ANY hadoop01.local, ""QM"" question ANY 4.d.6.e.d.d.e.f.f.f.0.9.5.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY hadoop01 [00:25:90:dd:e6:d4]._workstation._tcp.local, ""QM"" question ANY hadoop01._udisks-ssh._tcp.local, ""QM"" question ANY dsslab's remote desktop on hadoop01._http._tcp.local, ""QM"" question"
"8009","18.285339000","140.138.148.134","224.0.0.251","MDNS","194","Standard query 0x0000  ANY 4.d.6.e.d.d.e.f.f.f.0.9.5.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY hadoop01.local, ""QM"" question"
"8010","18.285341000","140.138.148.134","224.0.0.251","MDNS","109","Standard query response 0x0000  HINFO, cache flush X86_64 LINUX A, cache flush 140.138.148.134"
"8013","18.297804000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","101","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"8045","18.356213000","fe80::9440:3a13:5b9d:2ff6","ff02::1:3","LLMNR","84","Standard query 0x627b  A wpad"
"8046","18.356215000","140.138.149.167","224.0.0.252","LLMNR","64","Standard query 0x627b  A wpad"
"8119","18.460572000","fe80::9440:3a13:5b9d:2ff6","ff02::1:3","LLMNR","84","Standard query 0x627b  A wpad"
"8120","18.460574000","140.138.149.167","224.0.0.252","LLMNR","64","Standard query 0x627b  A wpad"
"8156","18.502099000","140.138.148.134","224.0.0.251","MDNS","393","Standard query response 0x0000  TXT, cache flush PTR, cache flush hadoop01.local SRV, cache flush 0 0 9 hadoop01.local TXT, cache flush SRV, cache flush 0 0 22 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5800 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5900 hadoop01.local"
"8167","18.536265000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","546","Standard query 0x0000  ANY dsslab's remote desktop on hadoop01._rfb._tcp.local, ""QM"" question ANY hadoop01.local, ""QM"" question ANY 4.d.6.e.d.d.e.f.f.f.0.9.5.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY hadoop01 [00:25:90:dd:e6:d4]._workstation._tcp.local, ""QM"" question ANY hadoop01._udisks-ssh._tcp.local, ""QM"" question ANY dsslab's remote desktop on hadoop01._http._tcp.local, ""QM"" question"
"8168","18.536268000","140.138.148.134","224.0.0.251","MDNS","194","Standard query 0x0000  ANY 4.d.6.e.d.d.e.f.f.f.0.9.5.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY hadoop01.local, ""QM"" question"
"8217","18.786685000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","546","Standard query 0x0000  ANY dsslab's remote desktop on hadoop01._rfb._tcp.local, ""QM"" question ANY hadoop01.local, ""QM"" question ANY 4.d.6.e.d.d.e.f.f.f.0.9.5.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY hadoop01 [00:25:90:dd:e6:d4]._workstation._tcp.local, ""QM"" question ANY hadoop01._udisks-ssh._tcp.local, ""QM"" question ANY dsslab's remote desktop on hadoop01._http._tcp.local, ""QM"" question"
"8218","18.786687000","140.138.148.134","224.0.0.251","MDNS","194","Standard query 0x0000  ANY 4.d.6.e.d.d.e.f.f.f.0.9.5.2.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY hadoop01.local, ""QM"" question"
"8220","18.787038000","140.138.148.134","224.0.0.251","MDNS","109","Standard query response 0x0000  HINFO, cache flush X86_64 LINUX A, cache flush 140.138.148.134"
"8231","18.852566000","140.138.148.138","140.138.2.109","DNS","103","Standard query 0x34db  A oye31f32oyaudzb58mtlvdvc29m39c39c29fxgu.biz"
"8236","18.881333000","140.138.2.109","140.138.148.138","DNS","165","Standard query response 0x34db No such name"
"8249","18.989006000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","510","Standard query response 0x0000  TXT, cache flush AAAA, cache flush fe80::225:90ff:fedd:e6d4 PTR, cache flush hadoop01.local HINFO, cache flush X86_64 LINUX TXT, cache flush SRV, cache flush 0 0 9 hadoop01.local SRV, cache flush 0 0 22 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5800 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5900 hadoop01.local"
"8250","18.989009000","140.138.148.134","224.0.0.251","MDNS","182","Standard query response 0x0000  PTR, cache flush hadoop01.local AAAA, cache flush fe80::225:90ff:fedd:e6d4"
"8306","19.298087000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","101","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"8308","19.306400000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","365","Standard query response 0x0000  PTR _rfb._tcp.local PTR hadoop01 [00:25:90:dd:e6:d4]._workstation._tcp.local PTR _workstation._tcp.local PTR hadoop01._udisks-ssh._tcp.local PTR _udisks-ssh._tcp.local PTR dsslab's remote desktop on hadoop01._http._tcp.local PTR _http._tcp.local PTR dsslab's remote desktop on hadoop01._rfb._tcp.local"
"8635","19.776243000","140.138.148.134","224.0.0.251","MDNS","81","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"8705","19.820781000","140.138.148.134","224.0.0.251","MDNS","530","Standard query response 0x0000  PTR _rfb._tcp.local PTR hadoop01 [00:25:90:dd:e6:d4]._workstation._tcp.local TXT, cache flush SRV, cache flush 0 0 9 hadoop01.local AAAA, cache flush fe80::225:90ff:fedd:e6d4 A, cache flush 140.138.148.134 PTR _workstation._tcp.local PTR hadoop01._udisks-ssh._tcp.local TXT, cache flush SRV, cache flush 0 0 22 hadoop01.local PTR _udisks-ssh._tcp.local PTR dsslab's remote desktop on hadoop01._http._tcp.local TXT, cache flush SRV, cache flush 0 0 5800 hadoop01.local PTR _http._tcp.local PTR dsslab's remote desktop on hadoop01._rfb._tcp.local TXT, cache flush SRV, cache flush 0 0 5900 hadoop01.local"
"8895","20.023596000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","510","Standard query response 0x0000  TXT, cache flush AAAA, cache flush fe80::225:90ff:fedd:e6d4 PTR, cache flush hadoop01.local HINFO, cache flush X86_64 LINUX TXT, cache flush SRV, cache flush 0 0 9 hadoop01.local SRV, cache flush 0 0 22 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5800 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5900 hadoop01.local"
"8897","20.023947000","140.138.148.134","224.0.0.251","MDNS","154","Standard query response 0x0000  PTR, cache flush hadoop01.local"
"9017","20.386894000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0x678a  A hwcqhrf52dwjsdxounzcyk57o51gydxh14iz.info"
"9037","20.528846000","140.138.2.109","140.138.148.138","DNS","161","Standard query response 0x678a No such name"
"9038","20.538328000","140.138.148.134","224.0.0.251","MDNS","462","Standard query response 0x0000  TXT, cache flush A, cache flush 140.138.148.134 PTR, cache flush hadoop01.local HINFO, cache flush X86_64 LINUX SRV, cache flush 0 0 9 hadoop01.local AAAA, cache flush fe80::225:90ff:fedd:e6d4 TXT, cache flush SRV, cache flush 0 0 22 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5800 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5900 hadoop01.local"
"9081","20.701098000","140.138.148.138","140.138.2.107","DNS","84","Standard query 0x44ed  A pubads.g.doubleclick.net"
"9085","20.702130000","140.138.2.107","140.138.148.138","DNS","320","Standard query response 0x44ed  CNAME partnerad.l.doubleclick.net A 173.194.72.156 A 173.194.72.157 A 173.194.72.154 A 173.194.72.155"
"9286","21.049419000","fe80::a16d:ebd7:d5f0:e1c4","ff02::1:3","LLMNR","84","Standard query 0xd538  A wpad"
"9287","21.049422000","140.138.149.157","224.0.0.252","LLMNR","64","Standard query 0xd538  A wpad"
"9329","21.152265000","fe80::a16d:ebd7:d5f0:e1c4","ff02::1:3","LLMNR","84","Standard query 0xd538  A wpad"
"9330","21.152266000","140.138.149.157","224.0.0.252","LLMNR","64","Standard query 0xd538  A wpad"
"9399","21.298512000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","101","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"9416","21.345702000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","534","Standard query response 0x0000  PTR _rfb._tcp.local PTR hadoop01 [00:25:90:dd:e6:d4]._workstation._tcp.local TXT, cache flush SRV, cache flush 0 0 9 hadoop01.local AAAA, cache flush fe80::225:90ff:fedd:e6d4 PTR _workstation._tcp.local PTR hadoop01._udisks-ssh._tcp.local TXT, cache flush SRV, cache flush 0 0 22 hadoop01.local PTR _udisks-ssh._tcp.local PTR dsslab's remote desktop on hadoop01._http._tcp.local TXT, cache flush SRV, cache flush 0 0 5800 hadoop01.local PTR _http._tcp.local PTR dsslab's remote desktop on hadoop01._rfb._tcp.local TXT, cache flush SRV, cache flush 0 0 5900 hadoop01.local"
"9608","22.026774000","140.138.148.138","140.138.2.109","DNS","100","Standard query 0x6832  A ptizhzm59ltdtkwa47p32mvdyosfznxhxo61.com"
"9610","22.060687000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","510","Standard query response 0x0000  TXT, cache flush AAAA, cache flush fe80::225:90ff:fedd:e6d4 PTR, cache flush hadoop01.local HINFO, cache flush X86_64 LINUX TXT, cache flush SRV, cache flush 0 0 9 hadoop01.local SRV, cache flush 0 0 22 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5800 hadoop01.local TXT, cache flush SRV, cache flush 0 0 5900 hadoop01.local"
"9611","22.060689000","140.138.148.134","224.0.0.251","MDNS","182","Standard query response 0x0000  PTR, cache flush hadoop01.local AAAA, cache flush fe80::225:90ff:fedd:e6d4"
"9616","22.094224000","140.138.2.109","140.138.148.138","DNS","173","Standard query response 0x6832 No such name"
"9722","22.491808000","fe80::6d7d:4bf4:b5ac:8a8b","ff02::1:3","LLMNR","84","Standard query 0xa81a  A wpad"
"9723","22.491809000","140.138.148.108","224.0.0.252","LLMNR","64","Standard query 0xa81a  A wpad"
"9745","22.590442000","fe80::6d7d:4bf4:b5ac:8a8b","ff02::1:3","LLMNR","84","Standard query 0xa81a  A wpad"
"9746","22.590443000","140.138.148.108","224.0.0.252","LLMNR","64","Standard query 0xa81a  A wpad"
"9798","22.668245000","fe80::cde4:517a:da7f:950a","ff02::1:3","LLMNR","89","Standard query 0xbc74  A NPIC93AE3"
"9799","22.668246000","140.138.149.77","224.0.0.252","LLMNR","69","Standard query 0xbc74  A NPIC93AE3"
"9800","22.668839000","fe80::cde4:517a:da7f:950a","ff02::1:3","LLMNR","89","Standard query 0x1a50  AAAA NPIC93AE3"
"9983","23.284772000","fe80::298d:a209:457a:cf6c","ff02::1:3","LLMNR","84","Standard query 0x493b  A wpad"
"9984","23.284773000","140.138.148.90","224.0.0.252","LLMNR","64","Standard query 0x493b  A wpad"
"9993","23.386130000","fe80::298d:a209:457a:cf6c","ff02::1:3","LLMNR","84","Standard query 0x493b  A wpad"
"9994","23.386131000","140.138.148.90","224.0.0.252","LLMNR","64","Standard query 0x493b  A wpad"
"10022","23.599199000","140.138.148.138","140.138.2.109","DNS","98","Standard query 0xb4f3  A g43pumtbyhulxmsescup62kspxoufxmqc49.ru"
"10027","23.625739000","140.138.2.109","140.138.148.138","DNS","159","Standard query response 0xb4f3 No such name"
"10045","23.780303000","140.138.148.134","224.0.0.251","MDNS","81","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"10122","24.233262000","140.138.148.138","140.138.2.107","DNS","79","Standard query 0x6e9a  A twimg.edgesuite.net"
"10126","24.258220000","140.138.148.138","140.138.2.109","DNS","79","Standard query 0x6e9a  A twimg.edgesuite.net"
"10127","24.258253000","140.138.148.138","140.138.2.107","DNS","79","Standard query 0x6e9a  A twimg.edgesuite.net"
"10134","24.334203000","140.138.2.107","140.138.148.138","DNS","430","Standard query response 0x6e9a  CNAME a1123.w19.akamai.net A 163.28.5.33 A 163.28.5.25"
"10139","24.378032000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","84","Standard query 0x36c0  A wpad"
"10140","24.378033000","140.138.149.177","224.0.0.252","LLMNR","64","Standard query 0x36c0  A wpad"
"10151","24.477336000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","84","Standard query 0x36c0  A wpad"
"10152","24.477337000","140.138.149.177","224.0.0.252","LLMNR","64","Standard query 0x36c0  A wpad"
"10575","25.132245000","140.138.148.138","140.138.2.109","DNS","99","Standard query 0x19f5  A ewmvexeqhwhxatfyfun30d40a27ltcujtku.com"
"10578","25.191266000","140.138.2.109","140.138.148.138","DNS","172","Standard query response 0x19f5 No such name"
"10611","25.300510000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","101","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"10867","26.270631000","140.138.2.109","140.138.148.138","DNS","430","Standard query response 0x6e9a  CNAME a1123.w19.akamai.net A 139.175.236.123 A 139.175.236.49"
"10909","26.693370000","140.138.148.138","140.138.2.109","DNS","106","Standard query 0x4310  A b18k67i25k37jujzazo51l58g43e51l68fujyh14bv.biz"
"10912","26.729542000","140.138.2.109","140.138.148.138","DNS","168","Standard query response 0x4310 No such name"
"11015","27.014618000","162.212.181.242","140.138.149.68","DNS","98","Standard query 0x20e0  A wwww.jrdga.info"
"11138","27.366102000","140.138.148.3","224.0.0.252","LLMNR","64","Standard query 0xf754  A wpad"
"11144","27.462897000","140.138.148.3","224.0.0.252","LLMNR","64","Standard query 0xf754  A wpad"
"11151","27.518154000","fe80::fc97:fa5b:bdb0:d433","ff02::1:3","LLMNR","89","Standard query 0xa693  A NPIC93AE3"
"11152","27.518505000","140.138.149.75","224.0.0.252","LLMNR","69","Standard query 0xa693  A NPIC93AE3"
"11153","27.518507000","fe80::fc97:fa5b:bdb0:d433","ff02::1:3","LLMNR","89","Standard query 0xb288  AAAA NPIC93AE3"
"11154","27.518841000","140.138.149.75","224.0.0.252","LLMNR","69","Standard query 0xb288  AAAA NPIC93AE3"
"11200","27.849704000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0xf3a8  A wpad"
"11201","27.849706000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0xf3a8  A wpad"
"11211","27.949171000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0xf3a8  A wpad"
"11212","27.949172000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0xf3a8  A wpad"
"11271","28.236730000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0xb2ce  A ptbwk57owmtbuczdubrgun20d30f32bwptb18.org"
"11292","28.320917000","140.138.2.109","140.138.148.138","DNS","164","Standard query response 0xb2ce No such name"
"11379","28.729173000","fe80::e0f1:b8bd:8c88:b65f","ff02::1:3","LLMNR","89","Standard query 0x3a5c  A NPIC93AE3"
"11382","28.729559000","140.138.149.173","224.0.0.252","LLMNR","69","Standard query 0x3a5c  A NPIC93AE3"
"11384","28.729997000","fe80::e0f1:b8bd:8c88:b65f","ff02::1:3","LLMNR","89","Standard query 0x92eb  AAAA NPIC93AE3"
"11677","29.740856000","fe80::e0f1:b8bd:8c88:b65f","ff02::1:3","LLMNR","89","Standard query 0xeb8d  A NPIC93AE3"
"11678","29.740857000","140.138.149.173","224.0.0.252","LLMNR","69","Standard query 0xeb8d  A NPIC93AE3"
"11681","29.741910000","fe80::e0f1:b8bd:8c88:b65f","ff02::1:3","LLMNR","89","Standard query 0x5a17  AAAA NPIC93AE3"
"11723","29.822588000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x716c  A wpad"
"11724","29.822590000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x716c  A wpad"
"11731","29.827878000","140.138.148.138","140.138.2.109","DNS","102","Standard query 0x4c34  A mxlra47ezg43kvgvf62a27gwd30orhrk57gwkr.net"
