"No.","Time","Source","Destination","Protocol","Length","Info"
"21120","55.889016000","140.138.148.132","224.0.0.252","LLMNR","64","Standard query 0x9db1  AAAA wpad"
"21470","56.722470000","fe80::6d7d:4bf4:b5ac:8a8b","ff02::1:3","LLMNR","84","Standard query 0x4491  A wpad"
"21471","56.722471000","140.138.148.108","224.0.0.252","LLMNR","64","Standard query 0x4491  A wpad"
"21511","56.822467000","fe80::6d7d:4bf4:b5ac:8a8b","ff02::1:3","LLMNR","84","Standard query 0x4491  A wpad"
"21512","56.822467000","140.138.148.108","224.0.0.252","LLMNR","64","Standard query 0x4491  A wpad"
"21551","56.902137000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0x6c6f  A mun10g33p62j36bxirgvpwkqeqctnqoymyg43.org"
"21613","56.999970000","140.138.2.109","140.138.148.138","DNS","164","Standard query response 0x6c6f No such name"
"22157","58.498763000","140.138.148.138","140.138.2.109","DNS","102","Standard query 0x4cab  A k67hqasbqfxmxm19kxe21g63g33gxetl68bynu.biz"
"22162","58.528715000","140.138.2.109","140.138.148.138","DNS","164","Standard query response 0x4cab No such name"
"22167","58.633065000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","84","Standard query 0xe712  A wpad"
"22168","58.633068000","140.138.149.177","224.0.0.252","LLMNR","64","Standard query 0xe712  A wpad"
"22189","58.706978000","140.138.148.23","224.0.0.252","LLMNR","64","Standard query 0x459d  A wpad"
"22196","58.732569000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","84","Standard query 0xe712  A wpad"
"22197","58.732570000","140.138.149.177","224.0.0.252","LLMNR","64","Standard query 0xe712  A wpad"
"22215","58.806389000","140.138.148.23","224.0.0.252","LLMNR","64","Standard query 0x459d  A wpad"
"22402","59.424121000","fe80::298d:a209:457a:cf6c","ff02::1:3","LLMNR","84","Standard query 0xfd90  A wpad"
"22403","59.424123000","140.138.148.90","224.0.0.252","LLMNR","64","Standard query 0xfd90  A wpad"
"22446","59.524270000","fe80::298d:a209:457a:cf6c","ff02::1:3","LLMNR","84","Standard query 0xfd90  A wpad"
"22447","59.524271000","140.138.148.90","224.0.0.252","LLMNR","64","Standard query 0xfd90  A wpad"
"22540","60.031074000","140.138.148.138","140.138.2.109","DNS","98","Standard query 0xe95a  A iznyjylvpxjtiqcyj66f62avnqiseqazjv.com"
"22547","60.092171000","140.138.2.109","140.138.148.138","DNS","171","Standard query response 0xe95a No such name"
"22862","60.922809000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0xa37d  A wpad"
"22863","60.922812000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0xa37d  A wpad"
"22905","61.022588000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0xa37d  A wpad"
"22906","61.022590000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0xa37d  A wpad"
"23091","61.594039000","140.138.148.138","140.138.2.109","DNS","101","Standard query 0xdb8b  A n50byi15g43nvi45c49bwatazexnsiul58krow.ru"
"23098","61.620371000","140.138.2.109","140.138.148.138","DNS","162","Standard query response 0xdb8b No such name"
"23754","63.129216000","140.138.148.138","140.138.2.109","DNS","102","Standard query 0xea56  A a37nqfrp12gue51msjucyp12ewg23b48kzotmv.com"
"24112","63.794644000","140.138.148.3","224.0.0.252","LLMNR","64","Standard query 0x1d3c  A wpad"
"24159","63.887744000","140.138.148.3","224.0.0.252","LLMNR","64","Standard query 0x1d3c  A wpad"
"24202","63.982059000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0xe4e3  A wpad"
"24203","63.982060000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0xe4e3  A wpad"
"24235","64.064776000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x95e1  A wpad"
"24236","64.064777000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x95e1  A wpad"
"24240","64.079126000","fe80::a5f1:c37d:b89b:9f6e","ff02::1:3","LLMNR","84","Standard query 0xe4e3  A wpad"
"24241","64.079127000","140.138.149.171","224.0.0.252","LLMNR","64","Standard query 0xe4e3  A wpad"
"24261","64.124912000","140.138.148.138","140.138.2.107","DNS","102","Standard query 0xea56  A a37nqfrp12gue51msjucyp12ewg23b48kzotmv.com"
"24284","64.164118000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x95e1  A wpad"
"24285","64.164120000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x95e1  A wpad"
"24306","64.182173000","140.138.2.107","140.138.148.138","DNS","175","Standard query response 0xea56 No such name"
"24703","65.210620000","140.138.2.109","140.138.148.138","DNS","175","Standard query response 0xea56 No such name"
"24766","65.690679000","140.138.148.138","140.138.2.107","DNS","105","Standard query 0x1da2  A o41ptpul18n10fyetn40evoxl38a67aznya47d40.info"
"24794","65.834577000","140.138.2.107","140.138.148.138","DNS","165","Standard query response 0x1da2 No such name"
"24943","66.549123000","fe80::a9c9:878b:d4a7:e6d5","ff02::1:3","LLMNR","84","Standard query 0x8153  A wpad"
"24944","66.549126000","140.138.148.128","224.0.0.252","LLMNR","64","Standard query 0x8153  A wpad"
"24970","66.648222000","140.138.148.128","224.0.0.252","LLMNR","64","Standard query 0x8153  A wpad"
"24971","66.648223000","fe80::a9c9:878b:d4a7:e6d5","ff02::1:3","LLMNR","84","Standard query 0x8153  A wpad"
"24996","66.751281000","fe80::b5e6:ab10:6bd3:492","ff02::1:3","LLMNR","84","Standard query 0x0641  A wpad"
"24997","66.751284000","140.138.149.76","224.0.0.252","LLMNR","64","Standard query 0x0641  A wpad"
"25000","66.806434000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x73b8  A wpad"
"25001","66.806437000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x73b8  A wpad"
"25003","66.851421000","fe80::b5e6:ab10:6bd3:492","ff02::1:3","LLMNR","84","Standard query 0x0641  A wpad"
"25004","66.851423000","140.138.149.76","224.0.0.252","LLMNR","64","Standard query 0x0641  A wpad"
"25012","66.905913000","fe80::88c6:5f5:dad3:2965","ff02::1:3","LLMNR","84","Standard query 0x73b8  A wpad"
"25013","66.905914000","140.138.148.124","224.0.0.252","LLMNR","64","Standard query 0x73b8  A wpad"
"25143","67.333911000","140.138.148.138","140.138.2.107","DNS","105","Standard query 0x6694  A c19m29msmtf42n60nro31gyjzdzl48b68j36mrm39.biz"
"25179","67.396225000","140.138.2.107","140.138.148.138","DNS","167","Standard query response 0x6694 No such name"
"25253","67.784457000","fe80::5c7:7e0d:4e9c:d1d0","ff02::1:3","LLMNR","84","Standard query 0x15c7  A wpad"
"25254","67.784459000","140.138.149.73","224.0.0.252","LLMNR","64","Standard query 0x15c7  A wpad"
"25282","67.887090000","fe80::5c7:7e0d:4e9c:d1d0","ff02::1:3","LLMNR","84","Standard query 0x15c7  A wpad"
"25283","67.887091000","140.138.149.73","224.0.0.252","LLMNR","64","Standard query 0x15c7  A wpad"
"25301","67.955918000","fe80::8494:6f3b:69de:a384","ff02::1:3","LLMNR","84","Standard query 0x52aa  A wpad"
"25302","67.955920000","140.138.148.151","224.0.0.252","LLMNR","64","Standard query 0x52aa  A wpad"
"25312","68.055720000","fe80::8494:6f3b:69de:a384","ff02::1:3","LLMNR","84","Standard query 0x52aa  A wpad"
"25313","68.055730000","140.138.148.151","224.0.0.252","LLMNR","64","Standard query 0x52aa  A wpad"
"25538","68.897213000","140.138.148.138","140.138.2.107","DNS","105","Standard query 0x103a  A b68krp32dsp42h24j56g43fse61gvpyp42a67ivgr.net"
"25592","69.206375000","140.138.2.107","140.138.148.138","DNS","178","Standard query response 0x103a No such name"
"25638","69.408520000","fe80::41bb:434b:de32:e031","ff02::1:3","LLMNR","84","Standard query 0xb12c  A wpad"
"25639","69.408521000","140.138.149.145","224.0.0.252","LLMNR","64","Standard query 0xb12c  A wpad"
"25651","69.513183000","fe80::41bb:434b:de32:e031","ff02::1:3","LLMNR","84","Standard query 0xb12c  A wpad"
"25652","69.513184000","140.138.149.145","224.0.0.252","LLMNR","64","Standard query 0xb12c  A wpad"
"25921","70.418997000","140.138.148.12","224.0.0.252","LLMNR","64","Standard query 0xeb6f  A wpad"
"25931","70.516978000","140.138.148.12","224.0.0.252","LLMNR","64","Standard query 0xeb6f  A wpad"
"25946","70.707030000","140.138.148.138","140.138.2.107","DNS","101","Standard query 0xbef2  A pycqh24g63hqd10myexg63h54jqhveyiwcumw.com"
"25994","71.028189000","140.138.2.107","140.138.148.138","DNS","174","Standard query response 0xbef2 No such name"
"26061","71.506831000","fe80::a50d:a4b3:fe9e:f627","ff02::1:3","LLMNR","84","Standard query 0xafb1  A wpad"
"26062","71.506833000","140.138.148.112","224.0.0.252","LLMNR","64","Standard query 0xafb1  A wpad"
"26073","71.609825000","fe80::a50d:a4b3:fe9e:f627","ff02::1:3","LLMNR","84","Standard query 0xafb1  A wpad"
"26074","71.609827000","140.138.148.112","224.0.0.252","LLMNR","64","Standard query 0xafb1  A wpad"
"26079","71.701837000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x76ea  A wpad"
"26080","71.701838000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x76ea  A wpad"
"26087","71.810331000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x76ea  A wpad"
"26088","71.810332000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x76ea  A wpad"
"26167","72.529872000","140.138.148.138","140.138.2.107","DNS","103","Standard query 0xabc0  A n20l48brg43gxd20oqm19czh44d30azkwjqg53ez.ru"
"26173","72.595323000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0xabc0 No such name"
"26189","72.891943000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0x4337  A wpad"
"26190","72.891945000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0x4337  A wpad"
"26224","72.987535000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0x4337  A wpad"
"26225","72.987536000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0x4337  A wpad"
"26610","74.102333000","140.138.148.138","140.138.2.107","DNS","104","Standard query 0xa39b  A f42jtfvj66d50l58c29m59bzd30bumtnvjxexh54.com"
"26702","74.252352000","140.138.2.107","140.138.148.138","DNS","177","Standard query response 0xa39b No such name"
"26739","74.309591000","140.138.148.138","140.138.2.107","DNS","79","Standard query 0xdcf5  A twimg.edgesuite.net"
"26746","74.334785000","140.138.148.138","140.138.2.109","DNS","79","Standard query 0xdcf5  A twimg.edgesuite.net"
"26747","74.334827000","140.138.148.138","140.138.2.107","DNS","79","Standard query 0xdcf5  A twimg.edgesuite.net"
"26812","74.490795000","140.138.2.107","140.138.148.138","DNS","430","Standard query response 0xdcf5  CNAME a1123.w19.akamai.net A 202.133.248.218 A 202.133.248.216"
"27031","74.945155000","fe80::cb2:353f:d47e:9c2d","ff02::1:3","LLMNR","84","Standard query 0x4117  A wpad"
"27032","74.945156000","140.138.149.74","224.0.0.252","LLMNR","64","Standard query 0x4117  A wpad"
"27072","75.045062000","fe80::cb2:353f:d47e:9c2d","ff02::1:3","LLMNR","84","Standard query 0x4117  A wpad"
"27073","75.045064000","140.138.149.74","224.0.0.252","LLMNR","64","Standard query 0x4117  A wpad"
"27212","75.755680000","140.138.148.138","140.138.2.107","DNS","100","Standard query 0xe113  A krk17krb58ltoskufyh14owi45drjwhqesgy.biz"
"27223","75.787415000","140.138.2.107","140.138.148.138","DNS","162","Standard query response 0xe113 No such name"
"27405","76.358291000","140.138.2.109","140.138.148.138","DNS","430","Standard query response 0xdcf5  CNAME a1123.w19.akamai.net A 139.175.236.123 A 139.175.236.49"
"27583","77.286896000","140.138.148.138","140.138.2.107","DNS","101","Standard query 0x8c06  A fqctaugqetl58c29gxmtnxb68cwhqiwm19h24.org"
"27623","77.368693000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0x8c06 No such name"
"27987","78.868631000","140.138.148.138","140.138.2.107","DNS","99","Standard query 0x3b06  A cxovfvi35g63kqhzlzmxeuhxdybrbspqox.info"
"27997","79.009308000","140.138.2.107","140.138.148.138","DNS","159","Standard query response 0x3b06 No such name"
"28033","79.484184000","140.138.148.138","140.138.2.107","DNS","73","Standard query 0x5343  A s.youtube.com"
"28034","79.485187000","140.138.2.107","140.138.148.138","DNS","340","Standard query response 0x5343  CNAME video-stats.l.google.com A 173.194.72.100 A 173.194.72.101 A 173.194.72.102 A 173.194.72.113 A 173.194.72.138 A 173.194.72.139"
"28099","79.821926000","140.138.148.134","224.0.0.251","MDNS","81","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"28121","80.062693000","fe80::6954:cb99:cc66:560e","ff02::1:3","LLMNR","84","Standard query 0x3845  A wpad"
"28122","80.062697000","140.138.148.130","224.0.0.252","LLMNR","64","Standard query 0x3845  A wpad"
"28127","80.157796000","fe80::6954:cb99:cc66:560e","ff02::1:3","LLMNR","84","Standard query 0x3845  A wpad"
"28128","80.157799000","140.138.148.130","224.0.0.252","LLMNR","64","Standard query 0x3845  A wpad"
"28195","80.511547000","140.138.148.138","140.138.2.107","DNS","104","Standard query 0x25b9  A j16hsj66fsd10cuo21izlupqi35fsn50kwd10e21.com"
"28244","80.660272000","140.138.2.107","140.138.148.138","DNS","177","Standard query response 0x25b9 No such name"
"28498","81.304446000","fe80::225:90ff:fedd:e6d4","ff02::fb","MDNS","101","Standard query 0x0000  PTR _sane-port._tcp.local, ""QM"" question"
"28691","82.166936000","140.138.148.138","140.138.2.107","DNS","104","Standard query 0xb60c  A jzm19l68pxd60isc59m69pqgta27bqn40bxb68j46.ru"
"28692","82.194589000","140.138.2.107","140.138.148.138","DNS","165","Standard query response 0xb60c No such name"
"28728","82.344116000","fe80::e180:661e:3bd9:56eb","ff02::1:3","LLMNR","84","Standard query 0x846a  A wpad"
"28729","82.344118000","140.138.148.71","224.0.0.252","LLMNR","64","Standard query 0x846a  A wpad"
"28741","82.443089000","fe80::e180:661e:3bd9:56eb","ff02::1:3","LLMNR","84","Standard query 0x846a  A wpad"
"28742","82.443090000","140.138.148.71","224.0.0.252","LLMNR","64","Standard query 0x846a  A wpad"
"28849","83.697906000","140.138.148.138","140.138.2.107","DNS","102","Standard query 0x17c2  A iwesoucxfwi35f12iqo11fto31kxiqftn40a67.biz"
"28852","83.727953000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0x17c2 No such name"
"28976","85.229441000","140.138.148.138","140.138.2.107","DNS","104","Standard query 0x3f89  A ixivd40n20bxeya17d30friugvjyetn40l58a17.info"
"28983","85.312089000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0x3f89 No such name"
"28989","85.387132000","fe80::cd2e:64b0:dee5:e8b8","ff02::1:3","LLMNR","84","Standard query 0xc724  A wpad"
"28990","85.387133000","140.138.148.101","224.0.0.252","LLMNR","64","Standard query 0xc724  A wpad"
"28992","85.486945000","fe80::cd2e:64b0:dee5:e8b8","ff02::1:3","LLMNR","84","Standard query 0xc724  A wpad"
"28993","85.486947000","140.138.148.101","224.0.0.252","LLMNR","64","Standard query 0xc724  A wpad"
"29097","86.812738000","140.138.148.138","140.138.2.107","DNS","101","Standard query 0x9999  A lth44n50iwm29pqf52nqowgxo31jtovmxgtgy.org"
"29110","86.910349000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0x0d66  A wpad"
"29111","86.910351000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0x0d66  A wpad"
"29116","86.955083000","140.138.2.107","140.138.148.138","DNS","164","Standard query response 0x9999 No such name"
"29120","87.009476000","fe80::6cc5:a3e9:dd1:ae8c","ff02::1:3","LLMNR","84","Standard query 0x0d66  A wpad"
"29121","87.009477000","140.138.149.146","224.0.0.252","LLMNR","64","Standard query 0x0d66  A wpad"
"29125","87.035435000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0x2b2e  ANY 1509B-x86-PC"
"29169","87.133318000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0x2b2e  ANY 1509B-x86-PC"
"29225","87.632369000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0xebeb  ANY 1509B-x86-PC"
"29226","87.632713000","140.138.149.159","224.0.0.252","LLMNR","72","Standard query 0xebeb  ANY 1509B-x86-PC"
"29240","87.728007000","fe80::6481:1f62:865b:eeb5","ff02::1:3","LLMNR","92","Standard query 0xebeb  ANY 1509B-x86-PC"
"29241","87.728009000","140.138.149.159","224.0.0.252","LLMNR","72","Standard query 0xebeb  ANY 1509B-x86-PC"
"29295","87.964511000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xaec9  A wpad"
"29296","87.964513000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xaec9  A wpad"
"29303","88.064434000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0xaec9  A wpad"
"29304","88.064436000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0xaec9  A wpad"
"29534","88.512652000","140.138.148.138","140.138.2.107","DNS","103","Standard query 0x95e4  A a47itc69d30n60lra67l68guiwcwfsc19nxhrmz.net"
"29538","88.516720000","140.138.148.97","224.0.0.252","LLMNR","75","Standard query 0x452b  A 1014-703CED5CF5"
"29539","88.516721000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","95","Standard query 0x452b  A 1014-703CED5CF5"
"29563","88.562639000","140.138.2.107","140.138.148.138","DNS","176","Standard query response 0x95e4 No such name"
"29584","88.616368000","140.138.148.97","224.0.0.252","LLMNR","75","Standard query 0x452b  A 1014-703CED5CF5"
"29585","88.616369000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","95","Standard query 0x452b  A 1014-703CED5CF5"
"29859","88.959376000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x5f4b  A wpad"
"29900","89.054386000","140.138.148.36","224.0.0.252","LLMNR","64","Standard query 0x5f4b  A wpad"
"29928","89.143619000","140.138.148.23","224.0.0.252","LLMNR","64","Standard query 0xb6a1  A wpad"
"29973","89.243860000","140.138.148.23","224.0.0.252","LLMNR","64","Standard query 0xb6a1  A wpad"
"29998","89.327453000","140.138.148.138","140.138.2.107","DNS","79","Standard query 0x863f  A twimg.edgesuite.net"
"30000","89.328624000","140.138.2.107","140.138.148.138","DNS","430","Standard query response 0x863f  CNAME a1123.w19.akamai.net A 202.133.248.218 A 202.133.248.216"
"30052","89.576074000","fe80::a16d:ebd7:d5f0:e1c4","ff02::1:3","LLMNR","84","Standard query 0xe391  A wpad"
"30053","89.576077000","140.138.149.157","224.0.0.252","LLMNR","64","Standard query 0xe391  A wpad"
"30093","89.682918000","fe80::a16d:ebd7:d5f0:e1c4","ff02::1:3","LLMNR","84","Standard query 0xe391  A wpad"
"30094","89.682919000","140.138.149.157","224.0.0.252","LLMNR","64","Standard query 0xe391  A wpad"
"30233","90.066784000","140.138.148.138","140.138.2.107","DNS","103","Standard query 0x3b1e  A nuhxbzi35o41psctgslrl18m49b48nqi65irm39.com"
"30311","90.640031000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x1dad  A wpad"
"30312","90.640033000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x1dad  A wpad"
"30343","90.748210000","fe80::94a1:9e2c:7acc:3ef5","ff02::1:3","LLMNR","84","Standard query 0x1dad  A wpad"
"30344","90.748212000","140.138.148.11","224.0.0.252","LLMNR","64","Standard query 0x1dad  A wpad"
"30378","90.867358000","140.138.148.138","140.138.2.107","DNS","87","Standard query 0x9bd4  A services.addons.mozilla.org"
"30379","90.867718000","140.138.148.138","140.138.2.107","DNS","87","Standard query 0x2d54  AAAA services.addons.mozilla.org"
"30380","90.868095000","140.138.2.107","140.138.148.138","DNS","288","Standard query response 0x9bd4  A 63.245.216.134"
"30390","90.892730000","140.138.148.138","140.138.2.109","DNS","87","Standard query 0x2d54  AAAA services.addons.mozilla.org"
"30397","90.906014000","140.138.2.109","140.138.148.138","DNS","136","Standard query response 0x2d54 "
"30398","90.906014000","140.138.2.107","140.138.148.138","DNS","136","Standard query response 0x2d54 "
"30422","90.981902000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","84","Standard query 0xe04c  A wpad"
"30423","90.981903000","140.138.149.177","224.0.0.252","LLMNR","64","Standard query 0xe04c  A wpad"
"30447","91.063565000","140.138.148.138","140.138.2.109","DNS","103","Standard query 0x3b1e  A nuhxbzi35o41psctgslrl18m49b48nqi65irm39.com"
"30455","91.081693000","fe80::4825:1308:a69e:d688","ff02::1:3","LLMNR","84","Standard query 0xe04c  A wpad"
"30456","91.081695000","140.138.149.177","224.0.0.252","LLMNR","64","Standard query 0xe04c  A wpad"
"30464","91.126783000","140.138.2.109","140.138.148.138","DNS","176","Standard query response 0x3b1e No such name"
"30493","91.249974000","140.138.148.138","140.138.2.107","DNS","77","Standard query 0xca4b  A ocsp.verisign.com"
"30497","91.250104000","140.138.148.138","140.138.2.107","DNS","77","Standard query 0x48df  AAAA ocsp.verisign.com"
"30511","91.254292000","140.138.2.107","140.138.148.138","DNS","465","Standard query response 0xca4b  CNAME ocsp.ws.symantec.com.edgekey.net CNAME e8218.ce.akamaiedge.net A 23.49.123.27"
"30523","91.256019000","140.138.2.107","140.138.148.138","DNS","216","Standard query response 0x48df  CNAME ocsp.ws.symantec.com.edgekey.net CNAME e8218.ce.akamaiedge.net"
"30916","91.743285000","fe80::18a5:652:8ef8:7338","ff02::1:3","LLMNR","84","Standard query 0x865c  A wpad"
"30917","91.743286000","140.138.148.29","224.0.0.252","LLMNR","64","Standard query 0x865c  A wpad"
"31023","91.847694000","fe80::18a5:652:8ef8:7338","ff02::1:3","LLMNR","84","Standard query 0x865c  A wpad"
"31024","91.847695000","140.138.148.29","224.0.0.252","LLMNR","64","Standard query 0x865c  A wpad"
"31029","91.851768000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0xd5f6  A wpad"
"31030","91.851770000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0xd5f6  A wpad"
"31057","91.958406000","fe80::91dc:bd1d:2972:e525","ff02::1:3","LLMNR","84","Standard query 0xd5f6  A wpad"
"31058","91.958408000","140.138.148.81","224.0.0.252","LLMNR","64","Standard query 0xd5f6  A wpad"
"31139","92.073493000","140.138.148.138","140.138.2.107","DNS","83","Standard query 0xbe16  A addons.myfirefox.com.tw"
"31140","92.073628000","140.138.148.138","140.138.2.107","DNS","83","Standard query 0x6719  AAAA addons.myfirefox.com.tw"
"31141","92.074073000","140.138.148.138","140.138.2.107","DNS","94","Standard query 0x0dc7  A versioncheck-bg.addons.mozilla.org"
"31142","92.074179000","140.138.148.138","140.138.2.107","DNS","94","Standard query 0x4f6d  AAAA versioncheck-bg.addons.mozilla.org"
"31146","92.075854000","140.138.2.107","140.138.148.138","DNS","354","Standard query response 0x0dc7  CNAME versioncheck.addons.mozilla.org A 63.245.217.162 A 63.245.217.160 A 63.245.217.161"
"31147","92.077775000","140.138.2.107","140.138.148.138","DNS","142","Standard query response 0x6719 "
"31162","92.099079000","140.138.148.138","140.138.2.109","DNS","94","Standard query 0x4f6d  AAAA versioncheck-bg.addons.mozilla.org"
"31163","92.099079000","140.138.148.138","140.138.2.109","DNS","83","Standard query 0xbe16  A addons.myfirefox.com.tw"
"31164","92.099115000","140.138.148.138","140.138.2.107","DNS","83","Standard query 0xbe16  A addons.myfirefox.com.tw"
"31185","92.119208000","140.138.2.109","140.138.148.138","DNS","148","Standard query response 0xbe16  A 54.248.229.59"
"31188","92.124572000","140.138.2.107","140.138.148.138","DNS","170","Standard query response 0x4f6d  CNAME versioncheck.addons.mozilla.org"
"31209","92.225533000","140.138.2.107","140.138.148.138","DNS","176","Standard query response 0x3b1e No such name"
"31216","92.241574000","140.138.148.138","140.138.2.107","DNS","86","Standard query 0xb6ca  A rapidssl-ocsp.geotrust.com"
"31217","92.241703000","140.138.148.138","140.138.2.107","DNS","86","Standard query 0x290d  AAAA rapidssl-ocsp.geotrust.com"
"31219","92.246489000","140.138.2.107","140.138.148.138","DNS","474","Standard query response 0xb6ca  CNAME ocsp.ws.symantec.com.edgekey.net CNAME e8218.ce.akamaiedge.net A 23.49.123.27"
"31220","92.251073000","140.138.2.107","140.138.148.138","DNS","225","Standard query response 0x290d  CNAME ocsp.ws.symantec.com.edgekey.net CNAME e8218.ce.akamaiedge.net"
"31247","92.345020000","140.138.2.109","140.138.148.138","DNS","170","Standard query response 0x4f6d  CNAME versioncheck.addons.mozilla.org"
"31324","92.547600000","140.138.148.138","140.138.2.107","DNS","83","Standard query 0x5b84  A addons.myfirefox.com.tw"
"31332","92.572289000","140.138.148.138","140.138.2.109","DNS","83","Standard query 0x5b84  A addons.myfirefox.com.tw"
"31333","92.572321000","140.138.148.138","140.138.2.107","DNS","83","Standard query 0x5b84  A addons.myfirefox.com.tw"
"31334","92.573165000","140.138.2.109","140.138.148.138","DNS","180","Standard query response 0x5b84  A 54.248.229.59"
"31340","92.628044000","140.138.148.138","140.138.2.109","DNS","102","Standard query 0xc4fb  A p52j56p12lrkvm19lyoqbzoriunuixi25h14c19.ru"
"31345","92.652003000","fe80::88c2:d8ec:ed92:e2f3","ff02::1:3","LLMNR","84","Standard query 0x188c  A wpad"
"31347","92.652370000","140.138.148.107","224.0.0.252","LLMNR","64","Standard query 0x188c  A wpad"
"31349","92.654842000","140.138.2.109","140.138.148.138","DNS","163","Standard query response 0xc4fb No such name"
"31372","92.748812000","fe80::88c2:d8ec:ed92:e2f3","ff02::1:3","LLMNR","84","Standard query 0x188c  A wpad"
"31373","92.748814000","140.138.148.107","224.0.0.252","LLMNR","64","Standard query 0x188c  A wpad"
"31409","92.884923000","140.138.2.107","140.138.148.138","DNS","180","Standard query response 0xbe16  A 54.248.229.59"
"31410","92.884923000","140.138.2.107","140.138.148.138","DNS","180","Standard query response 0x5b84  A 54.248.229.59"
"31480","93.078013000","fe80::6d7d:4bf4:b5ac:8a8b","ff02::1:3","LLMNR","84","Standard query 0xada4  A wpad"
"31481","93.078014000","140.138.148.108","224.0.0.252","LLMNR","64","Standard query 0xada4  A wpad"
"31523","93.178360000","fe80::6d7d:4bf4:b5ac:8a8b","ff02::1:3","LLMNR","84","Standard query 0xada4  A wpad"
"31524","93.178362000","140.138.148.108","224.0.0.252","LLMNR","64","Standard query 0xada4  A wpad"
"31565","93.250452000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0xa424  A wpad"
"31567","93.250454000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0xa424  A wpad"
"31588","93.351329000","fe80::701e:bf7f:12b3:5059","ff02::1:3","LLMNR","84","Standard query 0xa424  A wpad"
"31589","93.351330000","140.138.148.202","224.0.0.252","LLMNR","64","Standard query 0xa424  A wpad"
"31826","93.848365000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x54df  A wpad"
"31827","93.848367000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x54df  A wpad"
"31869","93.947717000","fe80::dd50:68be:947f:18ac","ff02::1:3","LLMNR","84","Standard query 0x54df  A wpad"
"31870","93.947719000","140.138.148.97","224.0.0.252","LLMNR","64","Standard query 0x54df  A wpad"
"31965","94.159754000","140.138.148.138","140.138.2.109","DNS","103","Standard query 0x503a  A gxeqcyc69pwi65f52j26hygxj66g13l68mukvnx.com"
